orderID,timestamp,orderStatus,totalPrice,processedByEmployee
558,2026-08-26 10:05:00,Completed,26.05,2
559,2026-08-26 19:09:00,Completed,6.11,3
560,2026-08-26 10:02:00,Completed,28.34,4
561,2026-08-26 13:28:00,Completed,10.04,3
562,2026-08-26 21:42:00,Completed,13.74,5
563,2026-08-26 14:15:00,Completed,7.76,1
564,2026-08-26 19:24:00,Completed,16.46,1
565,2026-08-26 19:15:00,Completed,15.99,5
566,2026-08-26 15:23:00,Completed,16.21,5
567,2026-08-26 17:14:00,Completed,16.71,2
568,2026-08-26 21:33:00,Completed,20.1,2
569,2026-08-26 17:23:00,Completed,8.04,5
570,2026-08-26 18:27:00,Completed,27.57,4
571,2026-08-26 15:04:00,Completed,27.88,1
572,2026-08-26 20:01:00,Completed,27.35,3
573,2026-08-26 19:00:00,Completed,21.42,5
574,2026-08-26 18:40:00,Completed,13.35,5
575,2026-08-26 14:52:00,Completed,7.53,2
576,2026-08-26 12:30:00,Completed,15.84,5
577,2026-08-26 21:15:00,Completed,26.18,4
578,2026-08-26 21:44:00,Completed,23.27,5
579,2026-08-26 12:18:00,Completed,12.62,2
580,2026-08-26 10:06:00,Completed,18.27,4
581,2026-08-26 14:57:00,Completed,30.61,1
582,2026-08-26 14:39:00,Completed,8.41,1
583,2026-08-26 18:18:00,Completed,19.69,1
584,2026-08-26 10:52:00,Completed,9.31,2
585,2026-08-26 12:45:00,Completed,13.38,5
586,2026-08-26 18:21:00,Completed,17.29,4
587,2026-08-26 10:41:00,Completed,19.85,5
588,2026-08-26 12:41:00,Completed,7.0,5
589,2026-08-26 21:13:00,Completed,7.17,1
590,2026-08-26 10:15:00,Completed,30.77,1
591,2026-08-26 18:45:00,Completed,20.86,1
592,2026-08-26 10:47:00,Completed,34.65,4
593,2026-08-26 20:46:00,Completed,34.43,2
594,2026-08-26 19:15:00,Completed,31.55,4
595,2026-08-26 19:00:00,Completed,23.22,1
596,2026-08-26 16:40:00,Completed,23.8,1
597,2026-08-26 15:07:00,Completed,20.54,5
598,2026-08-26 21:46:00,Completed,23.34,3
599,2026-08-26 18:31:00,Completed,5.78,4
600,2026-08-26 14:20:00,Completed,28.38,4
601,2026-08-26 17:15:00,Completed,19.66,5
602,2026-08-26 19:48:00,Completed,26.37,1
603,2026-08-26 15:54:00,Completed,5.4,5
604,2026-08-26 12:54:00,Completed,13.91,1
605,2026-08-26 18:49:00,Completed,34.9,5
606,2026-08-26 16:30:00,Completed,7.14,4
607,2026-08-26 17:24:00,Completed,21.94,2
608,2026-08-26 19:14:00,Completed,23.74,2
609,2026-08-26 20:45:00,Completed,15.98,5
610,2026-08-26 16:14:00,Completed,5.14,4
611,2026-08-26 10:37:00,Completed,34.42,3
612,2026-08-26 13:49:00,Completed,12.39,4
613,2026-08-26 17:13:00,Completed,31.24,2
614,2026-08-26 17:55:00,Completed,15.58,1
615,2026-08-26 16:28:00,Completed,28.1,5
616,2026-08-26 15:27:00,Completed,15.31,5
617,2026-08-26 20:07:00,Completed,7.44,3
618,2026-08-26 21:52:00,Completed,32.65,1
619,2026-08-26 12:23:00,Completed,33.21,3
620,2026-08-26 10:59:00,Completed,32.49,2
621,2026-08-26 16:18:00,Completed,18.64,3
622,2026-08-26 17:26:00,Completed,19.82,1
623,2026-08-26 13:41:00,Completed,10.59,5
624,2026-08-26 20:21:00,Completed,34.22,5
625,2026-08-26 15:12:00,Completed,18.18,4
626,2026-08-26 16:24:00,Completed,12.1,1
627,2026-08-26 17:50:00,Completed,20.26,4
628,2026-08-26 21:06:00,Completed,32.62,5
629,2026-08-26 11:14:00,Completed,7.14,1
630,2026-08-26 21:46:00,Completed,27.32,2
631,2026-08-26 18:55:00,Completed,26.27,2
632,2026-08-26 13:49:00,Completed,33.47,2
633,2026-08-26 14:07:00,Completed,14.81,5
634,2026-08-26 14:13:00,Completed,18.2,4
635,2026-08-26 11:00:00,Completed,12.36,5
636,2026-08-26 20:36:00,Completed,30.73,5
637,2026-08-26 12:28:00,Completed,8.21,5
638,2026-08-26 17:41:00,Completed,14.77,3
639,2026-08-26 12:35:00,Completed,26.61,3
640,2026-08-26 15:35:00,Completed,14.02,1
641,2026-08-27 20:30:00,Completed,8.67,3
642,2026-08-27 18:59:00,Completed,16.06,4
643,2026-08-27 20:48:00,Completed,8.81,2
644,2026-08-27 14:28:00,Completed,20.09,2
645,2026-08-27 12:54:00,Completed,12.04,1
646,2026-08-27 19:18:00,Completed,32.84,4
647,2026-08-27 14:26:00,Completed,10.01,4
648,2026-08-27 18:44:00,Completed,30.79,3
649,2026-08-27 16:04:00,Completed,28.66,4
650,2026-08-27 20:58:00,Completed,34.44,3
651,2026-08-27 10:46:00,Completed,19.98,5
652,2026-08-27 19:32:00,Completed,23.89,2
653,2026-08-27 13:08:00,Completed,21.72,5
654,2026-08-27 17:20:00,Completed,14.65,2
655,2026-08-27 17:19:00,Completed,23.54,5
656,2026-08-27 10:10:00,Completed,8.9,4
657,2026-08-27 11:37:00,Completed,5.99,3
658,2026-08-27 17:12:00,Completed,9.49,2
659,2026-08-27 12:53:00,Completed,9.4,4
660,2026-08-27 16:34:00,Completed,17.2,4
661,2026-08-27 14:49:00,Completed,31.66,4
662,2026-08-27 10:29:00,Completed,25.48,2
663,2026-08-27 20:08:00,Completed,29.84,4
664,2026-08-27 20:59:00,Completed,26.92,4
665,2026-08-27 18:39:00,Completed,14.14,2
666,2026-08-27 12:20:00,Completed,27.52,2
667,2026-08-27 12:10:00,Completed,34.04,5
668,2026-08-27 18:45:00,Completed,24.33,2
669,2026-08-27 11:51:00,Completed,29.73,2
670,2026-08-27 14:59:00,Completed,13.27,5
671,2026-08-27 18:52:00,Completed,30.86,3
672,2026-08-27 17:06:00,Completed,15.89,4
673,2026-08-27 11:15:00,Completed,24.96,1
674,2026-08-27 12:35:00,Completed,32.68,3
675,2026-08-27 10:20:00,Completed,30.91,1
676,2026-08-27 14:51:00,Completed,20.04,3
677,2026-08-27 16:10:00,Completed,8.39,1
678,2026-08-27 19:22:00,Completed,26.56,4
679,2026-08-27 16:47:00,Completed,20.79,2
680,2026-08-27 18:57:00,Completed,23.89,1
681,2026-08-27 21:04:00,Completed,29.02,5
682,2026-08-27 16:18:00,Completed,10.03,4
683,2026-08-27 13:06:00,Completed,21.61,2
684,2026-08-27 20:28:00,Completed,16.46,2
685,2026-08-27 14:18:00,Completed,9.52,1
686,2026-08-27 17:51:00,Completed,29.86,5
687,2026-08-27 14:25:00,Completed,32.27,4
688,2026-08-27 14:41:00,Completed,9.03,1
689,2026-08-27 17:37:00,Completed,14.49,2
690,2026-08-27 17:30:00,Completed,12.5,3
691,2026-08-27 16:52:00,Completed,25.08,2
692,2026-08-27 20:53:00,Completed,6.6,1
693,2026-08-27 14:30:00,Completed,19.02,3
694,2026-08-27 20:20:00,Completed,30.17,3
695,2026-08-27 11:03:00,Completed,8.99,4
696,2026-08-27 10:17:00,Completed,6.49,5
697,2026-08-27 16:59:00,Completed,30.91,4
698,2026-08-27 20:50:00,Completed,25.4,2
699,2026-08-27 12:34:00,Completed,18.12,4
700,2026-08-27 16:08:00,Completed,10.69,1
701,2026-08-27 11:03:00,Completed,22.02,3
702,2026-08-27 13:23:00,Completed,5.7,1
703,2026-08-27 19:20:00,Completed,26.69,4
704,2026-08-27 20:27:00,Completed,20.55,2
705,2026-08-27 21:04:00,Completed,15.12,2
706,2026-08-27 19:39:00,Completed,24.8,4
707,2026-08-27 11:23:00,Completed,22.65,4
708,2026-08-27 19:04:00,Completed,31.08,5
709,2026-08-27 15:56:00,Completed,34.14,5
710,2026-08-27 13:11:00,Completed,6.64,2
711,2026-08-27 20:39:00,Completed,10.51,4
712,2026-08-27 11:32:00,Completed,7.09,3
713,2026-08-27 20:39:00,Completed,17.06,2
714,2026-08-27 12:25:00,Completed,34.91,5
715,2026-08-27 17:36:00,Completed,13.73,2
716,2026-08-27 19:33:00,Completed,25.42,2
717,2026-08-27 10:47:00,Completed,24.42,3
718,2026-08-27 14:37:00,Completed,26.62,4
719,2026-08-27 17:31:00,Completed,34.78,5
720,2026-08-27 12:47:00,Completed,15.15,4
721,2026-08-27 17:22:00,Completed,32.87,3
722,2026-08-27 15:53:00,Completed,19.75,5
723,2026-08-27 10:28:00,Completed,31.88,2
724,2026-08-27 20:31:00,Completed,7.51,4
725,2026-08-27 15:46:00,Completed,27.14,1
726,2026-08-27 13:36:00,Completed,5.5,4
727,2026-08-27 21:50:00,Completed,12.9,3
728,2026-08-27 15:35:00,Completed,20.02,4
729,2026-08-27 21:51:00,Completed,8.49,4
730,2026-08-27 17:27:00,Completed,25.96,2
731,2026-08-27 16:00:00,Completed,12.93,5
732,2026-08-27 16:22:00,Completed,26.25,4
733,2026-08-27 15:01:00,Completed,21.96,5
734,2026-08-27 20:52:00,Completed,9.14,4
735,2026-08-27 13:31:00,Completed,12.25,2
736,2026-08-27 11:01:00,Completed,8.98,5
737,2026-08-27 10:50:00,Completed,10.66,3
738,2026-08-27 11:05:00,Completed,21.45,1
739,2026-08-27 16:53:00,Completed,12.99,5
740,2026-08-27 21:41:00,Completed,7.19,5
741,2026-08-27 16:05:00,Completed,19.78,5
742,2026-08-27 14:16:00,Completed,9.88,2
743,2026-08-27 10:00:00,Completed,33.67,3
744,2026-08-27 12:42:00,Completed,27.04,5
745,2026-08-27 15:12:00,Completed,32.36,1
746,2026-08-27 20:59:00,Completed,30.15,4
747,2026-08-27 15:04:00,Completed,30.73,1
748,2026-08-27 10:05:00,Completed,25.82,3
749,2026-08-27 13:12:00,Completed,32.91,2
750,2026-08-27 21:22:00,Completed,11.47,3
751,2026-08-27 15:38:00,Completed,10.9,2
752,2026-08-27 16:36:00,Completed,7.41,5
753,2026-08-27 17:25:00,Completed,14.72,3
754,2026-08-27 19:49:00,Completed,33.0,4
755,2026-08-27 16:50:00,Completed,24.89,3
756,2026-08-27 15:08:00,Completed,16.67,4
757,2026-08-27 18:02:00,Completed,9.58,3
758,2026-08-27 15:29:00,Completed,15.12,1
759,2026-08-27 14:52:00,Completed,12.11,3
760,2026-08-27 18:56:00,Completed,25.86,5
761,2026-08-27 19:12:00,Completed,22.61,5
762,2026-08-27 14:33:00,Completed,28.61,3
763,2026-08-27 16:47:00,Completed,34.37,2
764,2026-08-27 12:55:00,Completed,9.15,1
765,2026-08-27 10:31:00,Completed,27.9,1
766,2026-08-27 21:53:00,Completed,6.61,2
767,2026-08-27 14:30:00,Completed,15.67,2
768,2026-08-27 14:52:00,Completed,25.14,2
769,2026-08-27 15:54:00,Completed,16.01,1
770,2026-08-27 21:49:00,Completed,26.41,5
771,2026-08-27 16:24:00,Completed,34.81,2
772,2026-08-27 14:25:00,Completed,32.73,1
773,2026-08-27 19:00:00,Completed,29.43,3
774,2026-08-27 11:16:00,Completed,5.42,1
775,2026-08-27 10:37:00,Completed,11.77,3
776,2026-08-27 19:13:00,Completed,19.96,5
777,2026-08-27 18:44:00,Completed,5.48,5
778,2026-08-27 15:55:00,Completed,32.46,5
779,2026-08-27 12:36:00,Completed,16.59,4
780,2026-08-27 16:07:00,Completed,19.87,5
781,2026-08-27 10:38:00,Completed,9.55,1
782,2026-08-27 12:05:00,Completed,22.87,3
783,2026-08-27 14:05:00,Completed,34.35,3
784,2026-08-27 13:08:00,Completed,17.8,1
785,2026-08-27 12:04:00,Completed,33.28,5
786,2026-08-27 21:09:00,Completed,21.45,5
787,2026-08-27 19:56:00,Completed,17.76,3
788,2026-08-27 13:23:00,Completed,5.04,2
789,2026-08-27 13:17:00,Completed,27.24,1
790,2026-08-27 15:16:00,Completed,21.09,2
791,2026-08-27 14:15:00,Completed,7.29,5
792,2026-08-27 21:06:00,Completed,30.67,1
793,2026-08-27 11:40:00,Completed,6.6,1
794,2026-08-27 10:36:00,Completed,33.68,4
795,2026-08-27 20:45:00,Completed,26.02,1
796,2026-08-27 14:43:00,Completed,8.99,3
797,2026-08-27 11:01:00,Completed,18.41,2
798,2026-08-27 19:20:00,Completed,7.38,1
799,2026-08-27 20:36:00,Completed,28.39,2
800,2026-08-27 17:15:00,Completed,22.77,2
801,2026-08-27 18:43:00,Completed,26.72,4
802,2026-08-27 10:12:00,Completed,7.45,4
803,2026-08-27 11:45:00,Completed,14.97,3
804,2026-08-27 21:31:00,Completed,13.29,5
805,2026-08-27 13:45:00,Completed,12.34,5
806,2026-08-27 19:41:00,Completed,31.41,5
807,2026-08-27 19:08:00,Completed,8.56,2
808,2026-08-27 10:16:00,Completed,30.6,5
809,2026-08-27 12:22:00,Completed,25.23,2
810,2026-08-27 18:10:00,Completed,26.43,4
811,2026-08-27 15:14:00,Completed,29.42,1
812,2026-08-27 14:59:00,Completed,33.56,1
813,2026-08-27 17:09:00,Completed,31.34,2
814,2026-08-27 21:41:00,Completed,27.25,2
815,2026-08-27 17:09:00,Completed,23.1,4
816,2026-08-27 11:59:00,Completed,33.06,4
817,2026-08-27 12:53:00,Completed,7.39,5
818,2026-08-27 15:37:00,Completed,9.01,5
819,2026-08-27 17:44:00,Completed,15.5,1
820,2026-08-27 12:01:00,Completed,28.85,5
821,2026-08-27 20:40:00,Completed,6.26,4
822,2026-08-27 13:43:00,Completed,30.11,4
823,2026-08-27 21:59:00,Completed,6.17,3
824,2026-08-27 21:54:00,Completed,16.19,1
825,2026-08-27 21:26:00,Completed,7.11,1
826,2026-08-27 12:29:00,Completed,8.37,4
827,2026-08-27 11:53:00,Completed,33.92,3
828,2026-08-27 18:02:00,Completed,29.65,5
829,2026-08-27 10:14:00,Completed,28.27,5
830,2026-08-27 15:10:00,Completed,34.66,3
831,2026-08-27 15:49:00,Completed,5.93,4
832,2026-08-27 19:57:00,Completed,27.58,4
833,2026-08-27 13:31:00,Completed,9.24,2
834,2026-08-27 20:01:00,Completed,7.75,4
835,2026-08-27 18:09:00,Completed,6.34,3
836,2026-08-27 15:34:00,Completed,15.05,1
837,2026-08-27 13:05:00,Completed,28.52,5
838,2026-08-27 10:07:00,Completed,6.19,5
839,2026-08-27 11:53:00,Completed,23.97,1
840,2026-08-27 19:51:00,Completed,34.0,3
841,2026-08-28 15:38:00,Completed,30.3,5
842,2026-08-28 12:19:00,Completed,14.77,3
843,2026-08-28 21:39:00,Completed,23.87,3
844,2026-08-28 17:34:00,Completed,8.74,4
845,2026-08-28 13:48:00,Completed,27.76,4
846,2026-08-28 19:49:00,Completed,27.26,2
847,2026-08-28 18:07:00,Completed,19.76,5
848,2026-08-28 11:14:00,Completed,16.04,5
849,2026-08-28 17:16:00,Completed,16.51,3
850,2026-08-28 14:59:00,Completed,11.81,4
851,2026-08-28 17:15:00,Completed,22.43,5
852,2026-08-28 11:04:00,Completed,22.42,1
853,2026-08-28 17:13:00,Completed,19.99,3
854,2026-08-28 10:20:00,Completed,25.12,3
855,2026-08-28 13:06:00,Completed,29.4,4
856,2026-08-28 19:47:00,Completed,29.7,4
857,2026-08-28 13:13:00,Completed,20.58,1
858,2026-08-28 20:26:00,Completed,6.42,4
859,2026-08-28 21:04:00,Completed,32.89,2
860,2026-08-28 11:26:00,Completed,8.74,1
861,2026-08-28 13:12:00,Completed,30.64,2
862,2026-08-28 18:19:00,Completed,34.31,1
863,2026-08-28 14:51:00,Completed,30.76,4
864,2026-08-28 20:15:00,Completed,24.6,2
865,2026-08-28 12:56:00,Completed,23.78,2
866,2026-08-28 13:12:00,Completed,17.74,5
867,2026-08-28 21:52:00,Completed,34.92,1
868,2026-08-28 15:45:00,Completed,32.22,3
869,2026-08-28 20:54:00,Completed,6.65,2
870,2026-08-28 19:24:00,Completed,28.0,3
871,2026-08-28 14:39:00,Completed,27.3,1
872,2026-08-28 14:07:00,Completed,7.25,4
873,2026-08-28 12:58:00,Completed,16.62,1
874,2026-08-28 16:40:00,Completed,6.92,1
875,2026-08-28 21:00:00,Completed,33.68,1
876,2026-08-28 13:13:00,Completed,30.03,4
877,2026-08-28 19:34:00,Completed,30.04,3
878,2026-08-28 14:07:00,Completed,33.51,5
879,2026-08-28 15:48:00,Completed,29.06,5
880,2026-08-28 20:55:00,Completed,15.4,5
881,2026-08-28 20:26:00,Completed,23.03,4
882,2026-08-28 20:59:00,Completed,25.95,4
883,2026-08-28 19:53:00,Completed,14.86,2
884,2026-08-28 10:14:00,Completed,20.86,1
885,2026-08-28 15:19:00,Completed,10.15,4
886,2026-08-28 15:40:00,Completed,33.03,5
887,2026-08-28 21:32:00,Completed,9.36,4
888,2026-08-28 19:51:00,Completed,33.5,5
889,2026-08-28 10:33:00,Completed,24.89,4
890,2026-08-28 20:40:00,Completed,22.69,1
891,2026-08-28 15:49:00,Completed,15.76,5
892,2026-08-28 21:38:00,Completed,10.36,2
893,2026-08-28 10:51:00,Completed,25.14,3
894,2026-08-28 17:36:00,Completed,25.89,2
895,2026-08-28 18:05:00,Completed,23.69,1
896,2026-08-28 17:15:00,Completed,26.93,2
897,2026-08-28 13:03:00,Completed,26.97,4
898,2026-08-28 11:47:00,Completed,17.41,2
899,2026-08-28 19:33:00,Completed,34.92,1
900,2026-08-28 11:29:00,Completed,6.86,1
901,2026-08-28 20:24:00,Completed,11.21,2
902,2026-08-28 19:10:00,Completed,22.24,3
903,2026-08-28 10:50:00,Completed,12.65,1
904,2026-08-28 16:37:00,Completed,7.88,3
905,2026-08-28 10:17:00,Completed,28.93,2
906,2026-08-28 18:23:00,Completed,16.87,1
907,2026-08-28 10:50:00,Completed,6.11,1
908,2026-08-28 13:59:00,Completed,21.68,4
909,2026-08-28 14:46:00,Completed,6.7,5
910,2026-08-28 13:07:00,Completed,28.83,5
911,2026-08-28 16:24:00,Completed,31.62,2
912,2026-08-28 12:37:00,Completed,29.67,5
913,2026-08-28 13:16:00,Completed,32.45,1
914,2026-08-28 13:32:00,Completed,28.23,1
915,2026-08-28 18:54:00,Completed,10.0,3
916,2026-08-28 11:05:00,Completed,23.06,3
917,2026-08-28 13:29:00,Completed,24.91,1
918,2026-08-28 11:17:00,Completed,13.26,4
919,2026-08-28 16:55:00,Completed,16.38,2
920,2026-08-28 19:52:00,Completed,7.8,3
921,2026-08-28 14:01:00,Completed,13.44,5
922,2026-08-28 20:40:00,Completed,20.68,4
923,2026-08-28 18:55:00,Completed,9.96,1
924,2026-08-28 20:59:00,Completed,28.01,2
925,2026-08-28 15:50:00,Completed,29.95,5
926,2026-08-28 12:37:00,Completed,21.14,2
927,2026-08-28 17:38:00,Completed,26.88,4
928,2026-08-28 18:02:00,Completed,17.54,5
929,2026-08-28 21:26:00,Completed,13.55,4
930,2026-08-28 11:32:00,Completed,27.79,5
931,2026-08-28 12:02:00,Completed,29.08,3
932,2026-08-28 18:19:00,Completed,29.23,5
933,2026-08-28 20:04:00,Completed,29.24,5
934,2026-08-28 21:29:00,Completed,12.4,1
935,2026-08-28 20:31:00,Completed,34.82,5
936,2026-08-28 20:05:00,Completed,7.67,5
937,2026-08-28 21:47:00,Completed,9.71,1
938,2026-08-28 13:04:00,Completed,22.36,2
939,2026-08-28 18:44:00,Completed,11.09,3
940,2026-08-28 15:39:00,Completed,5.86,2
941,2026-08-28 21:39:00,Completed,17.51,3
942,2026-08-28 15:37:00,Completed,13.76,3
943,2026-08-28 19:43:00,Completed,27.57,1
944,2026-08-28 17:15:00,Completed,11.56,4
945,2026-08-28 13:39:00,Completed,11.32,5
946,2026-08-28 20:02:00,Completed,27.38,3
947,2026-08-28 11:23:00,Completed,24.68,3
948,2026-08-28 15:05:00,Completed,33.19,1
949,2026-08-28 15:29:00,Completed,5.81,1
950,2026-08-28 12:27:00,Completed,27.22,2
951,2026-08-28 10:21:00,Completed,8.99,4
952,2026-08-28 13:54:00,Completed,24.1,4
953,2026-08-28 19:36:00,Completed,18.78,5
954,2026-08-28 19:58:00,Completed,12.63,2
955,2026-08-28 20:54:00,Completed,28.86,3
956,2026-08-28 13:10:00,Completed,15.45,2
957,2026-08-28 14:43:00,Completed,25.66,4
958,2026-08-28 15:16:00,Completed,26.79,2
959,2026-08-28 14:28:00,Completed,17.27,5
960,2026-08-28 10:07:00,Completed,25.92,5
961,2026-08-28 17:42:00,Completed,9.34,4
962,2026-08-28 10:12:00,Completed,5.25,5
963,2026-08-28 18:28:00,Completed,21.89,4
964,2026-08-28 11:02:00,Completed,11.66,4
965,2026-08-28 16:26:00,Completed,23.26,2
966,2026-08-28 20:09:00,Completed,27.13,2
967,2026-08-28 14:24:00,Completed,8.42,1
968,2026-08-28 14:48:00,Completed,34.68,1
969,2026-08-28 19:27:00,Completed,31.39,2
970,2026-08-28 11:05:00,Completed,32.99,2
971,2026-08-28 19:55:00,Completed,34.13,4
972,2026-08-28 10:47:00,Completed,14.63,1
973,2026-08-28 14:07:00,Completed,8.44,5
974,2026-08-28 20:36:00,Completed,25.39,3
975,2026-08-28 13:17:00,Completed,17.09,5
976,2026-08-28 12:18:00,Completed,18.99,5
977,2026-08-28 10:30:00,Completed,33.63,4
978,2026-08-28 15:11:00,Completed,6.91,5
979,2026-08-28 13:39:00,Completed,24.36,3
980,2026-08-28 16:20:00,Completed,30.95,1
981,2026-08-28 14:23:00,Completed,26.79,5
982,2026-08-28 17:28:00,Completed,18.75,5
983,2026-08-28 15:04:00,Completed,18.21,3
984,2026-08-28 20:52:00,Completed,22.87,5
985,2026-08-28 12:40:00,Completed,29.39,4
986,2026-08-28 18:20:00,Completed,19.97,2
987,2026-08-28 18:25:00,Completed,34.4,3
988,2026-08-28 19:04:00,Completed,6.47,1
989,2026-08-28 17:02:00,Completed,26.54,4
990,2026-08-28 18:40:00,Completed,26.88,3
991,2026-08-28 10:52:00,Completed,14.5,5
992,2026-08-28 21:39:00,Completed,25.04,1
993,2026-08-28 13:15:00,Completed,34.28,3
994,2026-08-28 17:58:00,Completed,24.79,4
995,2026-08-28 14:45:00,Completed,10.06,1
996,2026-08-28 17:14:00,Completed,31.1,4
997,2026-08-28 10:53:00,Completed,8.97,3
998,2026-08-28 10:46:00,Completed,24.73,2
999,2026-08-28 10:44:00,Completed,23.36,2
1000,2026-08-28 21:42:00,Completed,22.41,1
1001,2026-08-28 18:07:00,Completed,12.92,3
1002,2026-08-28 10:34:00,Completed,20.66,5
1003,2026-08-28 20:41:00,Completed,14.59,3
1004,2026-08-28 16:08:00,Completed,31.01,2
1005,2026-08-28 19:31:00,Completed,18.46,1
1006,2026-08-28 12:41:00,Completed,14.22,5
1007,2026-08-28 14:41:00,Completed,30.26,3
1008,2026-08-28 12:43:00,Completed,6.62,3
1009,2026-08-28 15:54:00,Completed,27.29,4
1010,2026-08-28 11:16:00,Completed,27.09,1
1011,2026-08-28 20:27:00,Completed,15.26,1
1012,2026-08-28 15:38:00,Completed,22.0,2
1013,2026-08-28 12:56:00,Completed,29.93,4
1014,2026-08-28 19:38:00,Completed,14.84,2
1015,2026-08-28 11:04:00,Completed,14.4,3
1016,2026-08-28 18:38:00,Completed,8.52,2
1017,2026-08-28 18:30:00,Completed,11.21,1
1018,2026-08-28 11:17:00,Completed,20.14,3
1019,2026-08-28 20:58:00,Completed,28.6,4
1020,2026-08-28 15:37:00,Completed,11.31,4
1021,2026-08-28 20:06:00,Completed,27.88,5
1022,2026-08-28 18:07:00,Completed,24.31,1
1023,2026-08-28 15:10:00,Completed,17.07,1
1024,2026-08-28 17:48:00,Completed,26.86,3
1025,2026-08-28 17:01:00,Completed,16.35,4
1026,2026-08-28 14:24:00,Completed,26.56,4
1027,2026-08-28 18:11:00,Completed,24.82,3
1028,2026-08-28 10:59:00,Completed,6.62,1
1029,2026-08-28 13:31:00,Completed,9.34,4
1030,2026-08-28 10:31:00,Completed,21.75,5
1031,2026-08-28 18:11:00,Completed,13.47,1
1032,2026-08-28 11:03:00,Completed,20.36,1
1033,2026-08-28 19:53:00,Completed,28.43,5
1034,2026-08-28 18:32:00,Completed,9.37,3
1035,2026-08-28 10:15:00,Completed,13.26,4
1036,2026-08-28 13:08:00,Completed,26.29,3
1037,2026-08-28 11:00:00,Completed,12.94,1
1038,2026-08-28 20:53:00,Completed,17.56,4
1039,2026-08-28 17:02:00,Completed,22.04,3
1040,2026-08-28 17:29:00,Completed,33.09,1
1041,2026-08-28 19:25:00,Completed,9.98,3
1042,2026-08-28 11:23:00,Completed,20.59,2
1043,2026-08-28 19:38:00,Completed,13.63,1
1044,2026-08-28 19:02:00,Completed,15.82,3
1045,2026-08-28 21:18:00,Completed,21.27,1
1046,2026-08-28 11:26:00,Completed,10.95,1
1047,2026-08-28 20:13:00,Completed,21.05,4
1048,2026-08-28 19:54:00,Completed,24.28,3
1049,2026-08-28 13:19:00,Completed,34.64,4
1050,2026-08-28 15:46:00,Completed,7.45,2
1051,2026-08-28 19:53:00,Completed,14.6,3
1052,2026-08-28 10:00:00,Completed,5.55,5
1053,2026-08-28 13:14:00,Completed,15.55,2
1054,2026-08-28 13:15:00,Completed,20.87,1
1055,2026-08-28 17:18:00,Completed,27.24,4
1056,2026-08-28 17:04:00,Completed,22.87,2
1057,2026-08-28 20:26:00,Completed,34.21,4
1058,2026-08-28 14:49:00,Completed,20.1,2
1059,2026-08-28 17:05:00,Completed,5.69,4
1060,2026-08-28 17:51:00,Completed,31.8,4
1061,2026-08-28 18:21:00,Completed,34.62,3
1062,2026-08-28 17:55:00,Completed,8.46,3
1063,2026-08-28 13:48:00,Completed,20.13,4
1064,2026-08-28 14:19:00,Completed,15.51,1
1065,2026-08-28 15:48:00,Completed,21.67,3
1066,2026-08-28 19:45:00,Completed,5.2,2
1067,2026-08-28 17:33:00,Completed,18.22,3
1068,2026-08-29 14:03:00,Completed,24.72,5
1069,2026-08-29 18:15:00,Completed,17.05,4
1070,2026-08-29 12:01:00,Completed,17.94,5
1071,2026-08-29 15:10:00,Completed,10.85,3
1072,2026-08-29 15:08:00,Completed,7.78,1
1073,2026-08-29 20:37:00,Completed,34.08,2
1074,2026-08-29 20:45:00,Completed,34.23,5
1075,2026-08-29 15:44:00,Completed,5.1,5
1076,2026-08-29 16:21:00,Completed,13.28,1
1077,2026-08-29 11:40:00,Completed,31.21,5
1078,2026-08-29 17:36:00,Completed,22.1,1
1079,2026-08-29 16:10:00,Completed,5.21,3
1080,2026-08-29 14:26:00,Completed,30.81,4
1081,2026-08-29 12:27:00,Completed,7.84,5
1082,2026-08-29 20:24:00,Completed,8.0,4
1083,2026-08-29 12:57:00,Completed,16.24,1
1084,2026-08-29 17:47:00,Completed,17.94,1
1085,2026-08-29 18:23:00,Completed,11.64,1
1086,2026-08-29 13:22:00,Completed,5.86,3
1087,2026-08-29 14:18:00,Completed,20.37,2
1088,2026-08-29 11:37:00,Completed,21.18,3
1089,2026-08-29 20:34:00,Completed,31.08,5
1090,2026-08-29 10:52:00,Completed,8.19,5
1091,2026-08-29 20:39:00,Completed,31.72,4
1092,2026-08-29 13:06:00,Completed,29.16,4
1093,2026-08-29 11:38:00,Completed,24.67,3
1094,2026-08-29 11:27:00,Completed,5.1,3
1095,2026-08-29 18:48:00,Completed,10.49,1
1096,2026-08-29 10:17:00,Completed,26.45,4
1097,2026-08-29 10:50:00,Completed,14.93,3
1098,2026-08-29 19:18:00,Completed,11.47,1
1099,2026-08-29 18:54:00,Completed,23.31,5
1100,2026-08-29 15:46:00,Completed,22.67,2
1101,2026-08-29 18:41:00,Completed,19.27,1
1102,2026-08-29 16:24:00,Completed,8.37,2
1103,2026-08-29 20:25:00,Completed,33.52,2
1104,2026-08-29 21:48:00,Completed,30.06,4
1105,2026-08-29 18:46:00,Completed,30.53,1
1106,2026-08-29 10:22:00,Completed,31.18,5
1107,2026-08-29 13:37:00,Completed,20.57,4
1108,2026-08-29 18:53:00,Completed,21.19,1
1109,2026-08-29 19:00:00,Completed,34.28,3
1110,2026-08-29 18:12:00,Completed,26.39,1
1111,2026-08-29 16:02:00,Completed,29.85,5
